Consulta 1:
257 3 H
313 3 H
373 4 H
39 4 M
218 1 H
346 1 M
190 2 M
309 1 H
218 2 M
503 2 H
461 2 H
433 3 M
456 1 H
303 4 H
178 1 M
529 3 H
269 4 H
274 2 M
379 2 M
540 2 M
472 4 H
409 4 H
389 3 H
103 3 H
164 4 H
213 1 M
22 2 M
183 1 H
298 3 H
323 1 H
286 2 H
164 4 H
51 1 H
578 3 H
540 1 H
121 1 H
482 3 M
41 2 H
309 2 M
121 4 H
203 2 H
300 2 H
457 4 H
259 2 H
312 4 M
225 2 M
150 1 M
494 4 M
569 4 H
227 1 M
329 2 H
422 4 H
6 3 M
66 4 H
384 3 M
500 1 M
263 3 H
433 2 H
578 3 H
541 1 H
566 3 M
176 2 M
511 2 H
426 3 M
107 1 H
267 2 M
187 3 H
31 4 H
492 4 H
305 4 M
491 1 H
78 1 H
566 3 M
97 3 M
300 2 H
528 1 M
45 1 M
253 1 H
249 4 M
207 3 H
35 2 H
110 3 H
263 3 H
316 2 M
0 3 M
282 4 H
183 2 M
349 3 M
314 2 H
444 4 H
300 3 M
508 4 M
246 1 H
6 3 M
334 3 H
265 2 H
111 3 M
411 3 H
171 1 M
342 2 H
254 4 H
97 3 M
498 2 M
167 3 M
222 3 H
293 3 M
410 3 H
55 2 H
526 1 H
531 2 H
286 2 H
361 4 M
1 4 H
86 4 H
519 1 H
525 2 H
188 3 M
568 1 H
361 3 H
129 1 M
170 1 H
37 4 H
97 2 H
214 3 H
226 4 H
550 4 M
74 3 H
209 3 M
338 4 H
225 2 M
225 1 H
192 4 H
573 3 M
560 2 H
438 3 H
451 1 M
235 3 H
171 4 H
200 4 M
49 2 H
136 4 H
145 3 H
292 3 H
451 1 M
492 1 H
108 1 M
181 2 H
206 1 M
458 1 M
94 1 M
161 2 H
295 2 M
276 4 H
83 2 H
456 1 H
120 2 M
261 1 H
393 2 M
380 1 H
27 2 H
26 3 H
428 2 M
16 1 H
525 2 H
520 4 H
283 4 H
422 1 H
409 1 M
575 2 M
118 3 M
271 3 H
394 1 H
316 1 H
186 4 M
1 2 M
95 3 H
90 3 M
41 2 H
171 1 M
474 3 H
393 2 M
104 3 M
548 4 H
550 4 M
335 2 H
171 1 M
342 2 H
317 1 H
576 1 H
471 1 H
86 4 H
494 4 M
549 1 M
458 4 H
101 4 H
34 3 M
198 4 H
296 4 H
114 4 H
563 1 M
390 3 H
50 2 M
181 2 H
437 1 M
343 2 H
426 3 M
275 1 H
177 1 H
440 2 H
132 2 H
90 3 M
521 1 M
127 2 M
117 3 H
395 1 M
277 4 M
70 2 H
464 1 H
24 1 M
61 3 H
193 4 M
Consulta 36:
16 22 M
33 25 H
30 33 M
39 36 M
65 43 M
40 87 M
19 80 M
3 13 H
13 43 M
69 68 H
43 21 H
13 48 M
69 77 H
20 51 M
33 3 M
10 50 M
59 1 M
62 75 M
55 73 M
43 8 M
29 34 H
40 87 M
0 17 M
43 20 M
20 15 H
46 7 M
46 21 M
39 22 M
26 36 M
42 34 M
69 86 M
79 19 H
9 58 H
69 76 M
41 58 M
10 3 H
77 50 H
68 7 M
60 14 M
20 14 M
63 72 M
56 91 M
16 67 H
10 18 M
33 11 M
0 70 H
63 20 M
52 34 M
33 21 M
56 82 M
0 73 H
16 22 M
30 60 H
69 60 M
69 33 H
36 61 M
52 92 H
16 12 M
26 29 M
20 29 H
60 78 M
20 65 M
3 91 M
62 62 M
30 65 M
10 47 M
10 72 M
36 84 M
76 65 M
76 18 M
49 12 M
20 56 H
41 58 M
43 52 M
45 50 M
33 10 H
23 43 H
36 9 H
3 4 H
76 6 H
72 84 H
0 8 M
35 67 H
72 38 M
10 29 M
62 16 M
71 58 M
0 77 M
0 35 M
22 4 M
51 67 M
45 26 M
0 32 M
3 19 M
13 79 M
26 22 H
53 52 M
52 22 H
69 68 H
29 22 M
39 55 H
9 58 H
0 25 H
61 67 M
69 3 M
20 32 M
0 49 H
10 39 H
0 15 M
29 2 M
70 47 M
36 23 M
38 67 M
0 71 M
43 3 H
39 25 M
43 30 H
22 31 H
0 24 M
3 70 M
73 35 M
76 5 M
29 43 M
13 84 M
30 14 M
66 77 H
36 48 M
75 36 M
49 75 M
23 25 M
65 4 M
20 41 M
46 76 M
26 66 M
72 10 M
20 45 M
0 18 M
0 25 H
10 89 H
76 61 H
43 8 M
52 92 H
43 82 M
0 78 M
62 10 M
53 91 H
56 7 H
29 26 M
10 74 M
42 85 M
3 22 H
63 65 M
53 82 H
13 61 H
29 22 M
36 92 M
53 15 H
0 65 M
36 39 M
10 68 M
75 16 M
35 31 M
52 46 M
62 84 M
32 85 M
30 74 M
13 61 H
10 15 M
43 15 M
13 46 H
78 84 M
72 89 M
53 69 H
43 21 H
10 11 M
46 51 M
0 79 H
13 1 M
6 49 M
42 85 M
0 1 H
30 20 H
13 26 H
33 55 H
26 61 M
59 24 M
20 24 M
28 58 H
30 27 M
16 7 M
46 61 M
53 87 M
55 92 M
39 83 H
55 73 M
23 10 M
26 70 M
36 71 H
16 34 M
73 35 M
63 20 M
26 2 H
72 77 M
38 67 M
23 8 M
58 50 H
0 23 M
40 5 M
40 68 H
3 55 M
0 16 H
56 69 M
0 14 M
31 58 M
26 36 M
13 48 M
62 36 H
33 3 M
20 77 H
30 38 M
13 26 H
71 58 M
20 69 H
53 20 M
69 29 M
13 35 M
42 17 M
26 63 H
43 68 H
40 14 M
16 12 M
36 36 H
72 16 H
76 82 H
43 57 H
23 37 M
13 89 M
26 36 M
33 64 M
43 21 H
19 85 M
0 84 M
49 22 H
0 16 H
16 76 M
43 15 M
66 60 H
10 44 H
76 91 M
66 61 M
49 29 M
43 51 H
73 35 M
10 69 M
10 47 M
10 80 H
36 16 M
20 87 M
59 40 M
0 65 M
0 9 M
0 59 M
65 17 M
3 58 H
66 32 M
66 30 M
76 91 M
39 40 M
19 85 M
39 43 H
65 17 M
10 41 M
53 20 M
43 86 H
32 73 M
61 67 M
10 30 H
19 85 M
20 86 M
20 23 H
76 21 H
76 61 H
10 35 H
29 80 M
10 11 M
30 41 H
76 18 M
13 35 M
26 7 M
0 70 H
72 75 M
53 54 M
20 50 H
43 75 H
63 5 H
20 32 M
56 68 H
23 43 H
49 38 M
78 7 M
33 62 H
72 55 M
76 82 H
46 92 H
40 86 H
0 5 M
63 33 H
36 76 M
62 71 M
30 65 M
46 10 H
20 20 M
42 2 H
0 48 M
62 10 M
29 50 H
49 79 M
10 78 M
30 24 M
16 39 M
12 58 H
46 61 M
3 43 M
13 19 H
53 37 H
0 87 M
13 19 H
39 62 M
69 69 M
9 85 M
10 32 M
22 67 M
72 77 M
0 78 M
59 63 M
46 66 H
6 49 M
29 53 M
26 2 H
20 33 M
55 13 M
3 4 H
20 9 H
43 15 M
29 50 H
0 31 H
23 15 M
55 26 M
0 26 M
13 82 M
26 46 M
13 26 H
73 72 M
20 86 M
20 78 M
42 43 M
53 69 H
29 12 M
68 26 M
0 52 H
33 48 H
10 71 H
23 36 H
0 78 M
61 67 M
46 1 H
36 9 H
70 47 M
26 22 H
20 2 H
29 2 M
79 21 M
23 17 M
33 42 M
36 36 H
22 4 M
0 91 H
6 40 M
42 55 M
26 49 M
10 11 M
42 43 M
53 65 M
62 83 H
3 37 M
69 63 M
61 50 H
76 21 H
46 70 M
75 66 H
36 62 H
36 39 M
13 71 M
10 32 M
13 37 M
10 39 H
69 79 M
13 37 M
13 84 M
30 5 M
76 65 M
72 62 M
13 61 H
53 35 M
59 90 M
56 70 M
53 64 M
59 19 M
10 87 M
62 7 H
53 42 M
13 16 M
52 36 M
43 44 M
52 43 H
36 71 H
65 66 M
49 36 H
39 79 M
12 58 H
23 23 H
20 14 M
39 79 M
20 23 H
36 92 M
73 87 M
52 17 M
0 2 M
40 47 M
59 1 M
10 66 H
62 10 M
49 66 H
13 19 H
76 27 M
78 44 H
48 31 M
13 73 H
76 5 M
69 45 M
10 15 M
77 50 H
42 43 M
0 55 H
13 1 M
56 3 M
49 62 M
29 50 H
50 47 M
33 84 H
3 16 M
52 83 M
46 84 H
20 6 M
46 92 H
50 87 H
63 81 M
40 87 M
22 67 M
13 70 M
20 41 M
46 56 H
36 84 M
39 62 M
10 29 M
56 69 M
29 53 M
49 84 M
43 57 H
49 22 H
30 20 H
30 78 M
43 60 M
Consulta 37:
36 10 M
156 14 M
180 18 M
125 22 H
197 7 H
201 23 M
63 28 H
213 17 H
0 23 M
56 3 M
33 9 M
10 11 M
20 24 M
85 18 M
93 11 M
95 18 H
146 31 M
53 30 H
56 5 M
239 17 M
10 15 M
119 24 M
191 30 M
182 8 H
145 21 M
20 30 M
10 17 M
0 14 M
50 8 M
92 19 M
109 28 H
165 2 M
128 14 M
93 29 M
200 7 M
223 18 M
43 30 M
148 4 M
76 10 M
43 1 M
67 7 H
0 5 M
222 26 M
84 20 H
223 18 M
180 18 M
148 24 H
51 27 M
82 14 M
10 27 H
228 11 H
195 21 M
Consulta 38:
89 29 M
173 13 H
155 29 H
20 12 H
75 16 M
99 10 H
125 20 M
20 33 H
102 33 M
66 12 H
33 20 M
109 25 M
26 27 M
85 16 M
23 5 M
122 20 H
184 19 H
112 30 M
121 28 H
210 14 M
132 2 H
211 26 H
23 18 M
3 10 M
99 10 H
212 35 H
158 33 H
161 6 H
30 2 M
111 5 M
212 34 M
30 15 H
96 3 M
40 21 H
73 35 M
15 13 M
119 3 M
91 9 M
33 6 H
153 34 H
141 31 H
85 31 M
125 4 H
63 25 M
78 9 H
151 6 M
0 4 H
36 6 H
39 16 M
109 3 M
3 4 H
207 15 M
92 6 H
187 16 H
174 32 M
43 26 M
56 4 H
197 24 H
158 29 M
128 4 M
151 14 H
36 24 M
89 29 M
20 17 M
3 28 M
109 11 M
65 7 H
82 4 M
59 14 H
68 9 M
175 8 M
46 15 H
26 4 M
165 3 M
33 18 M
33 26 M
97 34 M
22 34 M
163 13 M
171 4 H
36 32 M
165 11 H
168 20 H
92 4 M
115 15 M
88 23 M
13 1 M
0 6 M
10 3 M
140 9 M
30 30 M
33 24 H
178 11 M
3 28 M
101 9 H
33 35 M
107 13 M
59 4 M
89 30 M
10 17 M
214 2 M
106 3 H
132 3 M
115 19 H
33 33 M
189 22 M
122 20 H
124 7 H
105 4 M
46 23 M
102 30 M
128 4 M
60 17 M
111 23 M
0 34 H
178 11 M
158 20 M
109 18 H
126 8 H
115 1 M
32 7 M
214 18 M
171 33 M
147 5 M
23 10 M
121 28 H
213 31 M
38 34 M
92 12 M
151 4 M
125 4 H
119 11 H
86 18 H
210 16 H
0 6 M
153 22 M
38 13 H
10 33 M
173 7 M
89 20 M
66 3 M
126 8 H
16 4 M
125 4 H
76 26 M
214 11 M
33 5 M
46 5 H
158 10 M
59 24 M
53 18 M
113 35 M
119 17 M
36 1 M
13 16 M
114 9 H
76 30 H
148 1 M
194 12 M
161 4 M
26 27 M
184 4 M
178 26 M
112 18 M
102 27 H
184 33 M
161 19 H
0 3 M
143 34 M
138 21 M
106 3 H
148 30 M
158 30 M
121 28 H
181 2 M
177 24 M
213 16 M
73 35 M
177 23 H
33 32 H
36 16 H
39 28 M
0 14 M
66 3 M
135 33 H
180 23 M
178 3 M
197 15 M
152 25 H
43 20 M
82 24 H
52 16 M
95 19 M
144 16 M
88 23 M
184 1 M
36 15 M
161 33 M
96 26 H
158 21 H
142 26 H
56 20 M
122 20 H
50 11 H
187 6 M
129 8 M
118 31 H
160 5 M
63 35 M
40 17 M
165 11 H
66 10 M
26 23 M
29 19 M
177 24 M
102 4 H
73 26 H
20 11 M
145 11 M
176 22 M
30 21 M
167 28 H
141 14 M
85 14 M
89 30 M
117 9 M
155 29 H
53 10 H
128 27 M
59 24 M
206 5 M
16 7 H
93 35 M
197 14 H
145 26 M
62 14 M
190 31 M
76 3 M
33 35 M
148 15 H
165 17 M
23 16 H
102 10 M
110 34 M
109 25 M
Consulta 39:
9 20 M
29 24 M
62 23 M
15 3 M
92 7 H
52 11 M
89 20 H
41 23 M
74 2 H
0 3 M
24 12 H
43 21 H
89 13 H
2 20 H
50 14 H
12 8 H
44 4 H
36 18 H
45 19 H
43 21 H
28 20 M
27 2 M
55 13 H
46 5 H
51 1 H
61 13 H
46 15 M
6 15 H
76 6 H
52 15 H
94 22 H
13 23 H
35 17 H
60 2 H
28 21 H
62 2 M
45 4 M
20 24 H
64 14 H
0 2 H
32 16 H
46 22 M
6 11 H
81 23 H
44 15 H
93 8 H
10 12 M
1 11 H
59 19 H
71 3 M
51 11 H
8 22 H
42 10 H
51 4 H
39 5 H
9 2 H
34 9 M
38 18 M
42 7 H
0 1 H
37 14 M
79 7 M
51 1 H
81 16 H
28 7 H
22 7 H
6 1 M
20 24 H
62 10 H
51 1 H
14 21 H
64 10 M
36 3 M
92 3 M
81 9 H
95 1 M
13 1 M
83 3 H
8 3 H
14 3 H
16 17 H
87 15 H
41 2 M
68 23 H
63 24 H
33 9 H
49 20 M
61 23 H
58 21 M
13 14 H
11 24 M
60 9 H
46 8 M
87 11 M
94 5 H
58 4 H
75 13 H
60 23 H
81 19 H
28 21 H
94 19 H
6 14 H
22 14 H
9 22 H
16 7 M
0 17 H
11 17 M
19 20 H
39 9 H
16 24 H
35 14 H
11 9 M
50 21 H
26 12 M
85 21 H
84 6 M
76 16 M
58 21 M
80 1 H
60 15 M
83 3 H
16 12 H
26 23 H
53 8 M
2 14 H
54 5 M
50 14 H
1 17 M
85 17 M
2 5 H
75 6 H
92 24 M
16 24 H
44 4 H
47 23 H
88 22 M
0 16 H
39 12 H
58 14 M
80 8 H
39 23 H
6 1 M
51 21 M
73 8 H
66 5 H
17 12 M
19 24 H
0 8 H
0 20 H
63 13 M
1 8 M
3 5 H
13 23 H
81 22 M
34 17 H
89 20 H
1 1 H
82 19 M
0 3 M
42 3 H
62 23 M
53 16 H
79 11 H
75 6 H
6 1 M
48 24 H
84 10 H
63 17 H
43 21 H
67 16 H
89 13 H
91 20 M
85 10 M
69 13 H
74 19 H
68 13 H
29 17 M
3 7 M
Consulta 40:
14 47 M
19 78 M
17 42 H
8 77 H
9 36 M
0 59 H
21 79 M
13 47 H
12 26 M
22 30 H
19 26 H
5 81 M
3 50 H
1 58 M
22 26 M
6 26 H
14 23 H
5 36 H
27 4 H
18 5 H
0 49 H
19 39 H
10 81 M
18 79 H
19 69 H
25 51 H
15 65 H
19 71 M
11 33 M
22 19 M
21 47 H
4 41 M
21 79 M
12 64 H
16 21 H
15 70 H
19 38 M
0 60 M
3 64 H
12 39 M
0 36 M
7 49 H
22 61 M
22 6 H
22 30 H
25 76 M
16 6 H
16 62 H
3 1 H
5 50 H
17 41 M
25 4 H
13 68 H
3 64 H
3 74 H
12 8 M
1 22 M
8 53 M
5 48 M
17 55 M
5 43 H
0 47 H
10 11 M
24 69 H
21 26 H
4 41 M
7 60 H
18 79 H
8 16 H
25 9 H
22 26 M
25 25 H
5 18 H
4 50 H
0 47 H
6 43 H
21 50 M
19 47 H
8 24 H
22 1 H
6 24 H
18 63 M
5 54 M
8 19 M
19 11 H
2 50 H
17 42 H
16 22 M
9 73 H
21 5 H
8 43 H
2 46 M
21 36 M
20 32 M
6 75 H
10 48 H
24 59 M
8 31 H
8 68 M
26 71 H
9 41 H
22 67 M
6 26 H
0 54 M
14 16 H
0 15 M
23 63 M
24 64 H
15 5 H
23 70 M
16 74 H
18 21 M
0 26 H
15 36 H
1 74 H
12 17 H
7 60 H
1 49 M
16 67 H
7 1 H
10 31 H
18 24 H
16 65 M
24 76 H
23 52 H
1 13 M
5 43 H
19 4 H
0 22 H
10 5 M
15 57 H
4 64 H
20 37 H
24 78 H
8 49 H
23 14 M
21 72 M
22 35 H
3 37 M
24 52 M
18 72 H
9 18 M
20 30 H
13 53 H
15 28 H
19 12 H
8 11 H
25 25 H
7 71 H
17 49 H
17 5 H
26 36 H
6 14 H
12 78 H
0 78 M
13 37 H
8 49 H
4 20 H
22 66 H
19 17 M
1 28 H
3 20 H
21 30 H
18 45 H
14 13 H
6 1 H
3 70 H
15 63 H
13 38 M
0 66 M
21 5 H
23 52 H
1 11 H
6 80 H
1 67 M
13 57 H
14 69 M
26 39 H
23 48 H
22 13 H
0 15 M
25 4 H
10 42 M
14 60 M
18 17 H
5 42 M
11 16 H
0 43 H
27 18 H
20 4 M
5 48 M
0 66 M
0 57 M
14 3 M
20 4 M
11 67 M
24 6 H
9 11 H
7 51 M
25 68 H
5 66 M
5 12 H
0 53 H
13 35 H
1 64 H
15 1 M
7 32 M
5 20 H
25 78 H
10 34 M
17 79 H
14 6 H
24 30 H
20 54 H
9 43 M
22 23 H
0 54 M
0 26 H
25 64 H
11 66 H
12 32 M
20 69 H
0 12 M
5 6 H
14 59 H
0 55 H
24 51 H
26 79 M
12 54 M
17 19 H
6 18 H
18 77 M
9 11 H
6 39 M
16 42 H
5 61 M
11 50 H
27 12 M
7 43 H
21 72 M
15 49 H
12 3 H
10 81 M
22 27 H
0 63 M
8 52 H
19 4 H
0 51 M
17 28 H
9 59 M
0 50 H
17 42 H
27 11 H
0 14 H
20 81 M
15 13 H
21 23 H
7 46 H
11 57 H
18 58 H
18 49 M
1 70 H
7 45 M
11 61 H
1 35 M
2 25 M
2 28 H
23 6 H
0 67 H
15 13 H
15 65 H
3 29 H
19 31 M
8 43 H
21 43 M
16 56 H
11 31 H
26 29 H
18 64 H
4 20 H
24 62 H
5 9 M
20 5 H
9 23 H
3 2 H
24 45 M
9 25 M
6 53 H
1 5 H
7 19 H
1 8 M
10 42 M
14 69 M
18 46 H
1 32 H
8 71 H
6 27 M
8 76 M
23 73 H
21 7 M
10 31 H
16 15 M
18 51 H
25 6 M
23 6 H
25 75 H
19 64 M
1 49 M
18 79 H
9 11 H
17 11 H
21 26 H
22 66 H
7 53 H
15 63 H
12 8 M
9 7 H
11 4 H
4 55 M
7 73 H
6 63 H
19 54 H
25 46 H
23 2 H
0 19 H
12 64 H
0 69 M
18 19 H
3 56 M
0 12 M
19 78 M
9 59 M
6 12 M
22 37 H
14 44 H
24 51 H
25 34 M
26 7 H
17 42 H
15 19 H
5 63 H
0 46 H
23 48 H
11 50 H
10 15 H
12 45 H
19 26 H
5 61 M
0 23 H
27 18 H
12 2 M
0 37 H
10 79 H
0 55 H
0 76 H
25 69 M
12 17 H
25 75 H
7 69 M
24 51 H
11 61 H
17 27 M
13 30 H
8 64 H
19 53 H
24 76 H
13 58 M
14 57 H
13 19 H
16 5 H
12 79 M
10 66 H
9 46 H
0 25 H
17 41 M
22 47 M
0 51 M
12 51 H
16 27 H
18 56 M
5 30 H
17 42 H
15 6 H
0 81 M
17 49 H
3 37 M
22 62 H
21 16 H
17 11 H
25 55 M
0 26 H
25 18 H
26 81 H
5 48 M
25 37 H
21 23 H
15 36 H
6 40 H
11 23 H
24 44 H
5 54 M
26 11 H
10 55 H
6 50 M
22 54 M
9 1 M
1 77 H
25 32 H
1 1 H
23 49 M
1 73 H
26 51 M
13 58 M
26 58 M
1 35 M
1 50 H
22 30 H
26 4 H
7 65 H
12 78 H
21 40 H
9 56 H
25 62 M
3 20 H
13 76 H
0 14 H
12 16 H
7 63 M
22 66 H
12 4 H
7 52 H
12 44 H
14 50 H
24 51 H
0 32 H
19 45 M
19 31 M
25 60 H
5 14 H
23 6 H
0 39 M
23 21 M
17 5 H
2 14 H
0 73 H
13 37 H
20 32 M
0 63 M
13 60 H
13 63 H
15 42 H
16 27 H
25 76 M
23 44 H
14 52 H
14 70 H
Consulta 41:
145 56 H
80 28 M
0 40 M
145 47 H
140 46 M
155 29 M
60 32 M
155 41 H
55 34 M
135 3 H
20 54 M
95 23 M
90 21 M
150 40 M
90 46 H
90 14 M
180 42 M
45 28 M
170 55 M
15 57 M
100 3 M
180 38 M
95 23 M
45 14 M
205 27 M
75 23 H
195 32 M
35 58 M
60 7 M
85 41 H
155 37 M
170 7 H
85 39 M
165 45 H
20 58 M
175 57 M
20 54 M
110 4 H
60 32 M
110 51 M
Consulta 42:
175 12 H
79 16 M
104 28 M
138 22 M
26 8 M
16 22 H
105 33 M
132 6 H
63 20 H
196 28 M
82 35 M
13 13 M
10 12 M
114 28 M
43 9 M
191 25 H
40 32 M
10 6 H
187 1 M
197 21 M
190 23 H
141 18 M
125 22 M
79 21 H
0 11 M
43 20 M
39 27 H
178 12 M
92 21 M
108 26 H
181 34 M
93 30 M
184 22 M
145 34 M
171 35 H
13 16 M
148 35 H
161 10 M
181 25 M
43 9 M
98 7 M
52 2 M
99 25 H
112 34 M
105 18 H
30 36 M
134 2 M
72 29 M
88 23 M
63 30 M
23 27 H
178 32 M
181 6 M
40 5 H
131 14 M
145 24 M
29 27 M
72 7 M
194 36 M
96 17 M
49 33 M
66 21 H
56 8 H
177 29 M
30 9 H
206 7 H
95 33 M
46 34 M
155 20 H
105 5 H
91 28 M
26 35 H
164 2 M
141 19 M
99 34 M
99 6 M
118 18 M
184 35 M
96 12 M
203 2 M
177 26 H
106 32 H
194 35 H
204 22 H
99 6 M
191 25 H
178 24 M
132 12 M
10 12 M
45 28 M
115 21 M
98 23 H
193 28 H
101 28 H
40 5 H
167 27 M
72 35 M
20 14 H
0 9 M
84 1 H
53 16 H
89 3 H
46 4 M
45 28 M
189 11 M
39 11 H
155 6 H
178 12 M
106 12 H
50 26 H
190 27 M
145 16 H
0 4 H
3 19 H
130 11 M
119 12 M
118 19 M
186 11 H
93 17 H
23 4 M
0 27 M
3 13 M
194 22 M
125 16 M
140 7 M
29 10 M
58 15 M
50 12 M
174 33 M
157 5 H
203 23 M
85 7 H
200 14 M
138 3 M
69 33 M
Consulta 43:
30 32 M
15 72 M
20 52 M
20 6 M
90 20 H
5 45 M
45 66 H
125 9 M
120 85 M
15 95 M
50 94 M
35 3 M
110 80 M
50 13 M
90 9 H
0 25 H
30 20 M
80 76 M
0 18 M
0 20 M
80 25 H
90 21 M
0 94 M
90 2 M
55 12 M
125 24 M
45 48 M
70 71 M
15 19 M
95 48 M
105 26 M
15 43 M
60 48 M
40 26 M
50 49 M
5 37 H
95 65 M
85 25 M
65 86 M
90 81 M
15 36 H
95 55 M
65 95 M
0 56 M
0 62 M
40 5 M
115 93 M
20 77 M
65 49 M
50 66 M
85 35 M
0 5 H
10 37 M
105 14 M
110 94 M
35 13 M
65 59 M
105 23 M
90 51 M
65 63 H
30 62 H
115 13 M
0 84 M
105 82 H
5 49 M
20 31 M
35 28 M
115 46 M
70 80 H
60 14 M
15 82 M
110 8 H
85 34 M
125 5 M
120 67 H
90 60 H
5 61 M
125 12 H
30 32 M
90 93 M
35 33 M
90 93 M
15 47 H
90 9 H
30 90 M
105 2 H
45 27 H
65 31 M
0 54 M
Consulta 44:
115 33 M
100 61 M
140 13 H
45 71 H
35 25 M
125 64 M
25 37 M
35 13 H
90 26 H
15 8 M
15 40 M
75 68 M
100 69 M
125 78 M
40 13 M
125 74 M
35 7 M
145 6 M
140 7 M
15 15 M
55 47 H
50 46 M
75 28 M
110 64 M
45 56 M
130 16 M
0 8 M
35 45 M
90 2 M
0 68 M
80 22 M
115 39 M
60 3 M
50 71 M
0 81 H
105 49 M
115 39 M
115 6 M
60 4 H
105 24 M
115 66 M
85 39 M
0 71 M
60 58 H
60 28 M
65 8 M
125 51 M
95 75 H
0 52 M
100 51 M
110 74 M
15 63 M
25 73 H
140 71 H
100 43 M
95 22 H
10 25 H
60 11 M
45 63 M
35 64 M
45 34 M
25 9 M
0 21 H
120 79 M
60 17 M
0 16 M
80 72 M
15 79 M
70 9 M
75 60 H
95 3 H
0 28 M
140 13 H
140 64 M
20 49 M
80 60 M
125 78 M
80 61 H
65 70 M
35 14 M
10 57 M
85 7 H
110 5 H
135 65 H
105 76 M
95 75 H
10 9 M
135 24 H
65 14 M
90 68 M
20 70 M
15 56 M
75 5 M
0 60 M
120 38 M
90 20 M
90 56 M
40 66 M
110 45 M
20 7 M
130 67 M
0 16 M
100 51 M
70 39 M
145 22 M
45 17 M
100 9 M
55 2 H
75 5 M
115 1 M
105 77 H
0 65 H
50 24 M
140 54 M
50 33 M
100 75 M
135 65 H
110 80 H
75 82 M
85 33 M
100 51 M
75 3 H
20 43 M
40 21 M
40 77 M
115 41 H
85 9 M
15 80 H
115 58 M
50 70 M
15 16 M
10 57 M
90 59 M
30 56 M
130 75 H
75 11 M
30 58 H
35 6 M
55 23 M
0 3 M
75 52 M
125 17 M
105 24 M
115 21 H
35 43 M
120 63 M
100 31 M
110 44 H
135 65 H
35 29 M
140 42 H
90 35 H
100 71 M
35 54 M
85 65 H
80 32 M
20 27 H
110 72 H
100 9 M
0 48 M
85 37 M
110 60 M
80 7 H
125 17 M
15 12 H
70 23 H
125 37 H
140 55 M
25 59 M
130 72 M
50 47 H
110 74 M
30 47 M
20 27 H
40 31 M
65 22 M
125 20 M
65 72 H
50 7 M
30 4 M
95 8 M
35 12 M
120 73 M
65 1 H
35 51 M
40 66 M
30 82 M
5 13 M
0 1 H
15 60 M
100 51 M
85 6 M
35 23 M
120 20 H
80 50 M
Consulta 45:
210 20 M
115 24 M
50 3 M
200 16 M
60 6 M
0 3 M
55 47 M
0 12 M
0 25 H
60 4 M
120 37 H
0 11 M
15 31 M
60 34 M
225 19 M
20 28 M
30 43 M
50 24 M
220 18 M
130 16 H
195 54 H
55 1 M
70 28 M
135 53 M
170 41 M
95 20 M
15 38 M
40 53 H
65 13 M
120 28 M
35 32 M
65 20 M
35 13 M
105 21 M
75 4 M
140 11 H
180 13 M
150 18 M
75 11 M
70 9 M
95 32 M
45 16 H
90 1 H
30 2 M
215 44 M
220 21 M
210 49 M
15 43 M
215 24 M
130 36 H
0 17 H
50 38 M
120 4 M
130 44 M
35 45 H
75 42 M
170 47 H
80 39 M
140 4 M
20 34 M
70 36 M
60 22 M
15 22 M
20 34 M
115 52 M
120 12 M
50 39 M
175 48 M
80 13 M
155 9 H
15 15 M
210 14 H
35 29 M
20 49 M
90 21 M
115 41 H
180 15 M
95 13 M
95 48 M
150 34 M
85 9 H
115 2 M
210 23 H
125 11 M
95 23 M
215 52 M
220 33 M
5 53 M
150 46 M
210 42 H
175 37 M
0 53 H
70 54 M
210 40 M
65 3 M
80 50 M
0 37 H
80 50 M
145 31 M
40 44 M
130 54 M
Consulta 46:
1170 1 M
1585 1 M
2470 1 M
1380 3 H
2450 2 M
735 3 M
2365 3 M
800 2 M
1085 3 M
1550 2 M
1250 3 M
4050 1 H
2655 1 M
50 2 M
4085 3 M
2150 2 M
1155 1 M
2500 3 M
1335 1 M
2150 2 M
2385 1 M
1215 3 M
4035 1 M
1330 3 H
465 3 M
1420 1 M
3005 1 M
4005 1 M
4035 2 M
3200 1 H
1685 3 M
1500 1 H
555 1 M
4035 1 M
1700 1 H
3435 2 M
1550 1 H
3235 1 M
2655 1 M
2170 1 M
130 3 H
3265 2 H
3165 3 M
1300 2 M
3515 2 H
1235 3 M
550 1 H
2620 1 M
4115 2 H
2480 3 H
3115 2 H
4080 3 H
3185 1 M
305 1 M
1950 1 H
2285 3 M
2120 1 M
1485 1 M
335 3 M
4005 1 M
20 2 M
1250 2 M
2815 3 M
1585 3 M
1300 2 M
2650 1 H
3985 3 M
3185 1 M
3030 3 H
2515 3 M
1415 3 M
2170 1 M
3220 2 M
970 1 M
35 3 M
1550 1 H
1920 1 M
1420 2 M
250 1 H
835 3 M
65 3 M
685 2 M
1420 2 M
570 2 M
635 1 M
450 2 M
3705 1 M
3185 1 M
3200 3 M
2915 3 M
4120 1 M
1985 2 M
2305 1 M
850 1 H
2550 3 M
3100 3 M
2200 3 M
785 2 M
3600 3 M
850 2 M
1115 2 H
3355 1 M
1585 2 M
1620 1 M
2950 2 M
1935 2 M
3920 1 M
3135 2 M
2585 3 M
3720 2 M
1785 2 M
1230 3 H
1215 3 M
70 2 M
3535 1 M
3885 1 M
